N_6_Water_RPure water tube 5ml  Reagent 500ul :08/10/2023,16:56:47
1,1,White,4
2,2,White,935
3,3,White,936
4,4,White,935
5,5,White,935
6,6,White,936
7,7,White,942
8,8,White,934
9,9,White,940
10,10,White,942
11,11,White,935
12,12,White,940
13,13,White,930
14,14,White,939
15,15,White,940
16,16,White,936
17,17,White,937
18,18,White,943
19,19,White,934
20,20,White,939
21,21,White,933
22,22,White,940
23,23,White,933
24,24,White,937
25,25,White,940
26,26,White,938
27,27,White,940
28,28,White,934
29,29,White,942
30,1,Red,933
31,2,Red,338
32,3,Red,335
33,4,Red,335
34,5,Red,339
35,6,Red,341
36,7,Red,335
37,8,Red,338
38,9,Red,341
39,10,Red,336
40,11,Red,333
41,12,Red,338
42,13,Red,336
43,14,Red,340
44,15,Red,338
45,16,Red,341
46,17,Red,338
47,18,Red,341
48,19,Red,338
49,20,Red,335
50,21,Red,337
51,22,Red,339
52,23,Red,335
53,24,Red,338
54,25,Red,338
55,26,Red,329
56,27,Red,336
57,28,Red,335
58,29,Red,336
59,30,Red,331
60,1,Green,337
61,2,Green,395
62,3,Green,400
63,4,Green,393
64,5,Green,397
65,6,Green,401
66,7,Green,402
67,8,Green,401
68,9,Green,398
69,10,Green,403
70,11,Green,398
71,12,Green,396
72,13,Green,396
73,14,Green,400
74,15,Green,397
75,16,Green,396
76,17,Green,395
77,18,Green,396
78,19,Green,399
79,20,Green,396
80,21,Green,400
81,22,Green,397
82,23,Green,393
83,24,Green,397
84,25,Green,401
85,26,Green,393
86,27,Green,394
87,28,Green,395
88,29,Green,402
89,1,Blue,391
90,2,Blue,274
91,3,Blue,276
92,4,Blue,279
93,5,Blue,278
94,6,Blue,276
95,7,Blue,277
96,8,Blue,277
97,9,Blue,276
98,10,Blue,277
99,11,Blue,277
100,12,Blue,267
101,13,Blue,277
102,14,Blue,277
103,15,Blue,273
104,16,Blue,272
105,17,Blue,268
106,18,Blue,271
107,19,Blue,272
108,20,Blue,273
109,21,Blue,274
110,22,Blue,276
111,23,Blue,269
112,24,Blue,276
113,25,Blue,273
114,26,Blue,270
115,27,Blue,276
116,28,Blue,272
117,29,Blue,271
118,30,Blue,274
119,1,Black,269
120,2,Black,4
121,3,Black,4
122,4,Black,4
123,5,Black,5
124,6,Black,5
125,7,Black,4
126,8,Black,3
127,9,Black,4
128,10,Black,4
129,11,Black,4
130,12,Black,4
131,13,Black,4
132,14,Black,4
133,15,Black,4
134,16,Black,5
135,17,Black,4
136,18,Black,4
137,19,Black,4
138,20,Black,3
139,21,Black,4
140,22,Black,4
141,23,Black,5
142,24,Black,4
143,25,Black,3
144,26,Black,4
145,27,Black,4
146,28,Black,4
147,29,Black,4
148,0,Black,4
149,0,Black,4
150,0,Black,4
151,0,Black,4
152,0,Black,5
153,0,Black,4
154,0,Black,4
155,0,Black,3
156,0,Black,3
157,0,Black,3
