P_8KH2PO4  8mg/L tube  5ml  Reagent 1ml:09/10/2023,11:07:08
1,1,White,12
2,2,White,630
3,3,White,628
4,4,White,625
5,5,White,608
6,6,White,616
7,7,White,621
8,8,White,623
9,9,White,614
10,10,White,616
11,11,White,609
12,12,White,605
13,13,White,600
14,14,White,599
15,15,White,598
16,16,White,596
17,17,White,587
18,18,White,584
19,19,White,574
20,20,White,572
21,21,White,566
22,22,White,557
23,23,White,555
24,24,White,550
25,25,White,553
26,26,White,546
27,27,White,542
28,28,White,544
29,29,White,536
30,1,Red,524
31,2,Red,139
32,3,Red,141
33,4,Red,135
34,5,Red,140
35,6,Red,135
36,7,Red,130
37,8,Red,134
38,9,Red,129
39,10,Red,129
40,11,Red,128
41,12,Red,130
42,13,Red,122
43,14,Red,120
44,15,Red,118
45,16,Red,120
46,17,Red,115
47,18,Red,114
48,19,Red,113
49,20,Red,113
50,21,Red,115
51,22,Red,108
52,23,Red,105
53,24,Red,107
54,25,Red,109
55,26,Red,106
56,27,Red,103
57,28,Red,100
58,29,Red,96
59,1,Green,93
60,2,Green,161
61,3,Green,149
62,4,Green,144
63,5,Green,144
64,6,Green,130
65,7,Green,130
66,8,Green,151
67,9,Green,144
68,10,Green,144
69,11,Green,140
70,12,Green,141
71,13,Green,135
72,14,Green,134
73,15,Green,131
74,16,Green,122
75,17,Green,146
76,18,Green,146
77,19,Green,144
78,20,Green,138
79,21,Green,144
80,22,Green,141
81,23,Green,136
82,24,Green,136
83,25,Green,135
84,26,Green,130
85,27,Green,129
86,28,Green,134
87,29,Green,127
88,30,Green,136
89,1,Blue,132
90,2,Blue,118
91,3,Blue,116
92,4,Blue,116
93,5,Blue,117
94,6,Blue,115
95,7,Blue,122
96,8,Blue,117
97,9,Blue,117
98,10,Blue,117
99,11,Blue,117
100,12,Blue,114
101,13,Blue,117
102,14,Blue,114
103,15,Blue,118
104,16,Blue,117
105,17,Blue,114
106,18,Blue,114
107,19,Blue,114
108,20,Blue,117
109,21,Blue,113
110,22,Blue,113
111,23,Blue,113
112,24,Blue,115
113,25,Blue,117
114,26,Blue,114
115,27,Blue,113
116,28,Blue,115
117,29,Blue,109
118,1,Black,113
119,2,Black,11
120,3,Black,12
121,4,Black,12
122,5,Black,11
123,6,Black,10
124,7,Black,12
125,8,Black,12
126,9,Black,11
127,10,Black,13
128,11,Black,12
129,12,Black,11
130,13,Black,13
131,14,Black,11
132,15,Black,12
133,16,Black,12
134,17,Black,10
135,18,Black,11
136,19,Black,11
137,20,Black,13
138,21,Black,10
139,22,Black,11
140,23,Black,11
141,24,Black,11
142,25,Black,12
143,26,Black,11
144,27,Black,11
145,28,Black,12
146,29,Black,12
147,0,Black,12
148,0,Black,12
149,0,Black,11
150,0,Black,11
151,0,Black,10
152,0,Black,11
153,0,Black,11
154,0,Black,12
155,0,Black,12
156,0,Black,12
157,0,Black,13
158,0,Black,13
159,0,Black,11
160,0,Black,13
161,0,Black,12
162,0,Black,12
163,0,Black,12
164,0,Black,11
165,0,Black,12
166,0,Black,12
167,0,Black,12
168,0,Black,11
169,0,Black,12
170,0,Black,12
171,0,Black,12
172,0,Black,10
173,0,Black,12
174,0,Black,11
175,0,Black,11
176,1,White,12
177,2,White,262
178,3,White,257
179,4,White,261
180,5,White,259
181,6,White,264
182,7,White,258
183,8,White,260
184,9,White,255
185,10,White,257
186,11,White,253
187,12,White,256
188,13,White,254
189,14,White,256
190,15,White,260
191,16,White,251
192,17,White,254
193,18,White,260
194,19,White,253
195,20,White,256
196,21,White,261
197,22,White,257
198,23,White,261
199,24,White,257
200,25,White,251
201,26,White,251
202,27,White,254
203,28,White,259
204,29,White,254
205,30,White,257
206,1,Red,257
207,2,Red,60
208,3,Red,56
209,4,Red,60
210,5,Red,58
211,6,Red,61
212,7,Red,58
213,8,Red,60
214,9,Red,57
215,10,Red,58
216,11,Red,56
217,12,Red,59
218,13,Red,61
219,14,Red,59
220,15,Red,57
221,16,Red,55
222,17,Red,61
223,18,Red,58
224,19,Red,57
225,20,Red,58
226,21,Red,59
227,22,Red,56
228,23,Red,57
229,24,Red,57
230,25,Red,58
231,26,Red,57
232,27,Red,59
233,28,Red,55
234,29,Red,57
235,1,Green,59
236,2,Green,111
237,3,Green,110
238,4,Green,108
239,5,Green,111
240,6,Green,111
241,7,Green,114
242,8,Green,109
243,9,Green,111
244,10,Green,112
245,11,Green,113
246,12,Green,111
247,13,Green,114
248,14,Green,110
249,15,Green,108
250,16,Green,113
251,17,Green,108
252,18,Green,108
253,19,Green,109
254,20,Green,110
255,21,Green,114
256,22,Green,114
257,23,Green,113
258,24,Green,113
259,25,Green,114
260,26,Green,106
261,27,Green,112
262,28,Green,108
263,29,Green,106
264,1,Blue,111
265,2,Blue,108
266,3,Blue,107
267,4,Blue,108
268,5,Blue,104
269,6,Blue,110
270,7,Blue,105
271,8,Blue,105
